mAb_name,AbStruc_loops,AbStruc_amide_amide_interactions,AbStruc_amide_ring_interactions,AbStruc_beta_bridges,AbStruc_carbon_pi_interactions,AbStruc_cation_pi_interactions,AbStruc_donor_pi_interactions,AbStruc_beta_strands,AbStruc_threeten_helices,AbStruc_alpha_helices,AbStruc_total_interactions,AbStruc_metsulphur_pi_interactions,AbStruc_beta_bends,AbStruc_beta_turns,AbStruc_aromatic_interactions,AbStruc_atom_atom_sum,AbStruc_atom_plane_sum,AbStruc_carbonyl_interactions,AbStruc_steric_clashes,AbStruc_covbonds,AbStruc_mean_interaction_distance,AbStruc_hbonds,AbStruc_hydrophobic_interactions,AbStruc_ibonds,AbStruc_phi_angle,AbStruc_plane_plane_interactions,AbStruc_pbonds,AbStruc_proximal_interactions,AbStruc_psi_angle,AbStruc_vdw_interactions,AbStruc_vdw_clashes,AbStruc_weak_pbonds,AbStruc_folding_energy,AbStruc_unfolded_charge,AbStruc_folded_charge,AbStruc_sasa,AbStruc_schains_sasa,AbStruc_lauer_SAP,AbStruc_lauer_DI,AbStruc_free_cys,AbStruc_cys_bridges,AbStruc_pcharge_hetrgen,AbStruc_ncharge_hetrgen,AbStruc_plane_group_interactions,AbStruc_folded_pI,AbStruc_unfolded_pI
Lenzilumab,53,12,9,1,47,0,6,112,9,0,8832,5,20,31,33,8740,58,48,0,2,4.285482336956522,178,605,25,-83.62348175048828,13,253,8144,98.216400146484375,147,447,228,18.36,10.07,10.67,10570.927737385253,8189.4021615838865,25.35647605463616,24.48687105463616,4,2,5.624155952291216,4.42087669353431,21,10.22,9.92
Letaplimab,48,7,7,0,39,0,6,113,6,0,8200,0,22,33,50,8129,45,56,0,1,4.299141463414634,184,577,16,-82.45497131347656,12,241,7646,98.26893615722656,126,356,205,-0.42,8.82,8.66,10207.235972159484,7858.473901479852,28.14200147390564,27.43621147390564,4,2,5.471482811815796,4.815779980195809,14,10.1,9.9
Lexatumumab,52,12,7,2,30,0,4,114,6,0,7649,2,15,38,22,7587,36,35,0,2,4.326245260818407,166,444,14,-85.1532974243164,7,230,7194,101.55289459228516,116,275,191,9.37,4.07,3.85,11432.321666667063,8551.512659265805,28.048513021896877,27.734738021896877,4,2,4.621371839625076,4.054554387367124,19,9.36,9.22
Lirentelimab,46,14,11,0,47,5,8,120,15,0,8981,9,22,23,41,8876,66,39,0,2,4.290195969268456,188,598,21,-83.35929107666016,14,256,8276,99.27654266357422,135,463,267,14.61,2.31,3.03,10022.441665381904,7600.595049006078,29.055298906807163,28.808353906807163,4,2,5.9818991241925445,5.248837331586278,25,8.97,8.51
Lodapolimab,59,13,7,8,35,0,5,104,6,0,8245,9,15,39,24,8169,49,43,0,2,4.318014554275318,181,502,23,-82.12773132324219,7,249,7731,97.195648193359375,127,309,202,5.67,3.82,3.36,10852.941245312337,8100.222477161471,29.874698666751325,29.600858666751325,4,2,4.700003989593862,4.230204577426909,20,9.36,9.13
Lodelcizumab,51,7,9,0,42,4,9,112,15,0,8305,14,22,24,32,8212,66,39,0,1,4.308367248645394,189,567,26,-83.85042572021484,11,245,7699,98.53166961669922,151,361,213,2.25,6.31,5.9,10973.021154815804,8540.450667550482,27.719982356870226,27.239132356870225,4,2,5.378404997727043,4.607706973334668,16,9.81,9.44
Lumiliximab,55,9,10,1,42,0,6,110,12,0,8376,3,19,28,11,8301,51,47,0,0,4.31345152817574,181,515,26,-84.311553955078125,5,247,7828,92.82264709472656,137,336,224,20.22,3.82,4.53,10576.87761325935,8194.733893861332,26.483777641737436,26.11458264173743,4,2,5.654597405767581,5.373052658766217,19,9.1,9
Apitegromab,47,8,8,5,43,3,7,121,12,0,8964,7,11,38,33,8881,58,40,0,2,4.303497322623829,203,563,21,-85.56452178955078,9,283,8335,94.16790771484376,135,409,235,16.25,1.64,1.69,11034.183725484463,8381.753149849234,28.09978750883062,27.96205250883062,4,2,5.257410557472367,5.114952804705459,16,8.4,8.4
Manelimab,60,16,8,0,33,1,9,112,15,0,8453,4,17,28,51,8376,46,48,0,2,4.294637406837809,194,518,20,-80.1452407836914,7,267,7874,96.32069396972656,122,378,231,13.04,1.56,1.91,10459.203696683371,7690.910185821167,27.983892582772427,27.828227582772428,4,2,5.53104264931137,4.358357297378007,24,8.1,8
Margetuximab,47,8,10,0,43,2,11,118,12,0,9159,5,17,33,62,9063,59,49,0,2,4.297328310950976,180,619,13,-82.8202896118164,19,269,8499,97.29735565185548,137,425,249,20.1,4.79,4.17,10471.740024622211,8104.381152569712,24.97087649143203,24.63102149143203,4,2,5.412974394550562,4.58829446604944,18,9.03,9.1
Marstacimab,53,13,10,5,32,0,4,114,15,0,8356,4,12,33,22,8287,40,40,0,2,4.318270703685974,204,501,11,-81.821136474609375,6,271,7824,97.54222869873048,120,341,212,9.15,1.07,1.21,10426.508685585197,7590.246716978871,28.598662385975757,28.500047385975755,4,2,4.828126785023708,4.323097539099211,23,8,8
Matuzumab,50,8,10,0,36,4,10,122,9,0,8346,11,13,33,65,8252,58,47,0,2,4.306707404744788,177,573,23,-82.37223052978516,18,245,7765,102.68193817138672,137,348,217,15.28,2.55,2.6,11401.436610466975,8837.034872368593,28.54156516602008,28.32966516602008,4,2,5.676491205560683,4.716656896446644,18,8.45,8.46
Melrilimab,57,18,7,0,37,4,7,110,18,0,8839,4,20,25,30,8760,49,48,0,2,4.305843421201494,198,592,30,-78.60301971435547,5,270,8292,98.34827423095705,123,343,223,16.01,-3.15,-2.04,10314.054787108524,7781.134856961728,25.21012264261324,25.37638264261324,4,2,4.533569808511681,4.637390298487919,25,6,5.1
Mezagitamab,49,13,11,4,35,0,5,118,9,0,8496,4,13,35,30,8420,44,41,0,2,4.318066148775895,201,499,11,-86.11071014404297,8,271,7943,95.55491638183594,138,337,208,15.92,0.55,0.87,10708.396512435498,8039.622082869258,26.116962758956607,26.046057758956607,4,2,4.353439063483134,3.9686964256467303,24,7.49,7.34
Mibavademab,52,12,8,0,47,3,8,117,12,0,8930,3,17,29,25,8844,58,48,0,2,4.301893617021277,189,642,26,-83.37046813964844,8,265,8270,98.5435791015625,153,419,234,8.04,5.82,5.88,10463.606643306708,8155.345037682525,27.57318374539149,27.093963745391488,4,2,5.270285042026731,4.895168270577313,20,9.63,9.48
Milatuzumab,52,9,10,3,59,2,13,115,15,0,8917,3,24,23,35,8812,75,40,0,2,4.298583604351239,184,626,18,-82.9982681274414,11,253,8270,99.03065490722656,139,401,242,15.29,7.55,6.92,10890.558111267595,8418.696137678313,26.784945151022207,26.22096515102221,4,2,5.290830761887181,3.358740564102296,19,10,10
Mipasetamab,54,11,11,0,45,2,7,114,15,0,9008,10,19,27,75,8902,63,39,0,2,4.293164964476021,193,639,28,-84.9388656616211,21,291,8342,94.41485595703124,156,402,242,15.11,3.31,3.39,10412.24794784529,7796.335835490071,28.39526076380452,28.11897576380452,4,2,6.071265769178665,5.091469320109712,22,9.04,8.87
Miptenalimab,51,11,10,0,51,0,5,118,9,0,8847,3,19,32,43,8755,59,46,0,2,4.304136995591725,198,641,25,-82.87730407714844,12,271,8210,98.30567932128906,137,406,221,14.18,4.31,4.67,10633.550459325248,8241.671531916254,27.01769863012132,26.63709363012132,4,2,5.554119601476442,5.317688496787769,21,9.32,9.14
Miromavimab,52,9,11,1,47,1,10,109,15,0,8495,3,24,26,88,8392,60,37,0,2,4.316740435550323,190,501,25,-82.185028076171875,23,258,7931,96.63703155517578,116,343,201,10.48,4.36,4.17,10632.290811929332,8218.452130266845,27.731420821678608,27.391565821678608,4,2,5.299043786280499,5.044822499278375,20,9.46,9.11
Mirzotamab,48,8,12,0,45,0,13,114,6,0,8631,2,19,36,37,8535,60,45,0,1,4.300275750202758,183,560,13,-81.6744384765625,16,250,8011,101.72959899902344,135,388,236,10.75,2.31,3.75,10221.550070218236,8063.644790949799,28.07160652938486,27.76598152938486,4,2,5.647930486168664,5.304473053519271,20,8.8,8.5
Modotuximab,51,16,9,2,49,1,9,113,12,0,9065,11,24,28,42,8960,69,53,0,2,4.300099282956426,186,654,28,-82.30433654785156,11,277,8386,95.728668212890625,141,431,248,21.23,1.56,1.4,10704.783976564631,8074.754128395197,27.023769582497973,26.909669582497973,4,2,5.031806297014716,5.613095711246681,25,8,8
Ascrinvacumab,46,5,11,0,41,0,4,119,15,0,8590,0,22,24,39,8513,45,48,0,1,4.306399301513387,199,569,30,-82.67921447753906,16,261,8017,94.595123291015625,142,353,222,7.98,4.05,5.64,10473.463306333946,8108.65397194715,27.95118345092577,27.49152345092577,4,2,5.776234738387155,5.792370940153938,16,9.4,8.9
Muromonab,48,11,12,1,51,0,8,118,18,0,8721,11,15,25,60,8601,70,51,0,2,4.306112831097352,186,569,11,-81.87464904785156,27,262,8099,96.0333480834961,145,355,224,21.3,6.53,5.96,10572.639681079898,8180.023866335428,26.623419605285232,26.137679605285232,8,2,5.715480575008385,4.798374557188212,23,9.51,9.26
Namilumab,52,8,7,0,43,4,9,111,9,0,8519,7,19,34,37,8433,61,38,0,2,4.307545486559455,177,571,20,-86.29157257080078,10,238,7927,90.48048400878906,145,359,224,13.98,7.15,6.97,10546.66141688468,8190.638986486879,27.745207369416256,27.177152369416252,4,2,5.739316867463936,4.501077706783683,15,10.11,9.72
Narnatumab,56,14,10,0,42,2,8,110,9,0,8857,8,20,34,49,8763,58,41,0,2,4.308465620413233,202,614,51,-83.58209228515625,12,281,8268,94.105255126953125,117,376,209,18.37,6.08,6.43,10535.706685578843,8068.288954724907,25.84013843966249,25.316093439662485,4,2,4.754505057751137,4.983736280561586,24,9.8,9.6
Naxitamab,52,7,7,1,38,7,9,108,15,0,8596,3,19,28,29,8520,52,49,0,2,4.294000697999069,180,621,15,-83.74213409423828,10,256,7941,94.2049560546875,137,440,218,13.88,5.07,5.03,10483.57942279655,8077.143073950037,28.180242152745183,27.770297152745183,4,2,5.95856708876485,5.39674120348979,14,9.5,9.36
Necitumumab,50,12,8,0,42,0,8,110,9,0,8690,2,26,32,80,8603,52,50,0,1,4.292575373993095,195,570,29,-81.723785400390625,15,268,8024,95.7220230102539,146,432,233,7.73,3.05,2.95,10164.099940602062,7786.85782362472,29.656165804636203,29.415740804636204,4,2,6.159559631475985,5.069819254378928,20,9.19,8.65
Nemolizumab,53,8,6,1,51,3,5,111,6,0,8567,7,23,33,38,8481,64,50,0,2,4.302755923894011,178,609,14,-81.54053497314453,8,239,7940,97.122955322265625,156,383,212,15.22,-3.68,-3.13,10473.373949167875,8031.857554145231,26.07722291810356,26.332317918103563,4,2,5.795748268292439,4.19620523818141,14,5.33,5.18
Atezolizumab,48,12,8,0,42,3,5,117,12,0,8549,2,17,31,31,8465,50,47,0,2,4.305808866534098,192,532,29,-81.8555679321289,14,254,7950,98.3431396484375,145,368,223,0.22,3.55,2.94,10357.594842938244,7979.551269632931,27.477328537588303,27.237718537588307,4,2,6.033833472449608,5.0001572091904745,20,9.1,8.9
Nesvacumab,53,9,7,0,45,6,9,116,15,0,8505,2,16,28,21,8423,58,47,0,1,4.315542621987067,186,539,27,-82.20789337158203,8,262,7990,96.41795349121094,115,317,196,10.14,3.32,3.18,10594.346927058665,7870.17812637412,27.67924846193868,27.42007846193868,4,2,5.344662218197831,4.919229022369752,16,9.36,8.94
Nimacimab,50,8,7,1,39,2,8,118,12,0,8825,6,17,27,44,8746,54,51,0,2,4.295116147308782,175,579,22,-83.85734558105469,10,249,8178,102.22493743896484,140,426,237,9.17,6.8,5.86,10391.99124472095,7993.378362382647,25.351972288012515,24.87438228801252,4,2,5.837122289125737,3.5771842943236893,15,9.86,9.42
Nipocalimab,57,18,9,6,41,2,10,103,18,0,8352,5,13,28,18,8261,57,36,0,2,4.316840277777778,198,501,19,-82.47025299072266,7,268,7827,94.47509765625,122,310,213,5.01,2.16,2.09,10275.251134065387,7600.342685415556,27.5660280064167,27.3956930064167,4,2,3.6341930105593865,3.8017407828562,27,9.2,8.9
Atibuclimab,43,10,10,0,44,0,4,117,6,0,8891,1,22,38,36,8807,49,47,0,2,4.311734338094702,191,638,18,-82.48052978515625,15,252,8319,104.19783020019533,111,375,233,8.5,4.07,3.84,10555.591108532084,8255.617314793193,28.025846724846375,27.712886724846378,4,2,6.058208135750347,3.642070790875964,20,9.52,9.2
Atidortoxumab,50,9,5,0,34,0,8,114,9,0,8403,3,20,33,22,8335,45,51,0,1,4.29581935023206,186,552,21,-82.12303161621094,9,244,7820,94.14160919189452,125,389,216,4.03,6.07,6.81,10246.428438030673,7833.179391571349,26.748495806088957,26.193480806088957,4,2,5.203412430205667,5.683153274717126,14,9.89,9.61
Olaratumab,46,10,9,0,39,0,5,126,9,0,8936,0,20,32,44,8854,44,50,0,1,4.294568039391227,191,578,29,-81.79141998291016,19,254,8306,103.4532241821289,130,417,247,16.77,3.81,4.55,10717.583171302878,8252.675766371547,30.096481779728855,29.725656779728858,4,2,5.808112591811939,5.899297391128431,19,9.25,8.89
Oleclumab,48,14,7,3,33,1,5,116,9,0,8374,2,13,33,31,8305,40,41,0,2,4.310347504179603,199,495,18,-84.93390655517578,8,261,7804,96.4687042236328,130,369,211,10.09,4.07,4.37,10622.580625634631,7933.664252484604,26.85400310404548,26.49784810404548,4,2,4.65751137533399,4.355270917467883,21,9.53,9.24
Olinvacimab,49,8,9,3,55,0,9,114,12,0,8809,8,13,36,62,8704,72,52,0,2,4.303629242819842,184,611,25,-81.041412353515625,16,258,8173,103.22557067871094,128,401,219,16.32,1.65,1.15,11074.597109591965,8572.834396629762,27.43218047941873,27.33845547941873,4,2,5.547942226467725,4.298566299810374,17,8.33,8.35
Omalizumab,46,12,7,1,48,4,10,126,6,0,9064,3,18,35,62,8967,62,45,0,1,4.301312886142983,214,571,19,-83.080169677734375,16,298,8445,98.798736572265625,136,385,217,3.98,-0.21,-1.08,10609.629561401252,8005.380721850823,26.1635433329268,26.2515633329268,4,2,5.138473687460806,4.175573812722231,19,6.18,6.91
Atinumab,51,13,8,1,43,1,5,108,9,0,8359,2,19,33,12,8283,50,40,0,2,4.31072257447063,189,553,33,-82.28461456298828,5,258,7844,94.62762451171876,94,343,193,9.83,4.84,4.88,10388.661831247302,8047.408602689242,26.548881437885456,26.151161437885456,4,2,4.600509217316371,4.905000668666184,21,9.8,9.49
Ontuxizumab,52,3,9,0,47,4,9,118,15,0,8805,5,17,30,28,8719,62,51,0,2,4.292056785917092,196,596,23,-82.16119384765625,12,273,8111,92.449127197265625,143,463,271,14,2.06,0.89,11245.00756729661,8673.108164120407,29.198168365571163,29.125633365571165,4,2,6.088697438711752,4.577528152191623,12,7.75,8.42
Onvatilimab,54,8,4,0,41,0,9,112,12,0,8513,5,15,34,62,8439,55,57,0,2,4.3004663455891,173,590,17,-80.36168670654297,7,240,7913,100.77889251708984,129,395,227,8.91,3.83,4.8,10678.075652400828,8185.890923500585,27.73369318128704,27.34249318128704,4,2,5.295855620915122,4.885704996444716,12,9.6,9.17
Osocimab,53,12,11,0,32,3,6,113,15,0,8648,5,18,28,28,8574,44,50,0,2,4.306584181313599,196,562,19,-82.62646484375,7,266,8102,95.61449432373048,128,342,210,19.59,-1.17,-0.67,10624.544150395664,8055.357088366999,28.54789781870664,28.60250281870664,4,2,5.149084961421175,5.10827825588455,23,7,6
Otilimab,55,14,6,3,43,3,8,100,15,0,7960,9,18,28,22,7870,61,37,0,2,4.317729899497487,179,494,13,-79.961669921875,9,259,7464,95.7524871826172,116,288,214,15.2,5.92,6.12,11014.750282538213,8361.628837921518,29.281887079968783,28.783107079968783,4,2,3.673236316383124,4.097809680158575,20,9.9,9.61
Oxelumab,53,14,8,0,34,3,5,113,15,0,8522,4,19,27,6,8450,44,51,0,2,4.312139169209106,190,524,29,-81.09515380859375,6,266,7984,96.786346435546875,117,347,219,8.62,3.83,4.93,10468.114251556108,7968.779140675502,27.55294312199172,27.15114812199172,4,2,5.289107178028916,5.251551627665394,22,9.4,9.2
Ozanezumab,49,6,7,3,42,1,5,113,12,0,8490,10,16,32,10,8416,57,49,0,2,4.303431095406361,183,573,27,-79.468475341796875,4,242,7922,95.22798919677734,124,368,245,5.95,6.08,6.78,11049.09632618464,8533.858297149662,28.62482551271966,28.07225551271966,4,2,5.266256175723612,4.980677123574152,13,9.8,9.5
Palivizumab,48,6,11,0,39,1,9,116,12,0,8743,4,17,30,100,8654,52,57,0,2,4.293071028251172,192,694,25,-84.33589172363281,20,268,8081,104.97618865966795,151,420,248,10.17,6.14,7.05,10266.062590245943,8040.483613949441,28.99910257327353,28.424527573273533,8,2,4.954660875602513,5.329647122678142,17,10,9.6
Pamrevlumab,59,10,8,0,37,2,3,110,15,0,8209,3,15,28,31,8139,44,46,0,2,4.3162321841880855,186,525,27,-81.50439453125,8,250,7693,100.34757995605467,120,324,202,-0.19,4.3,3.98,10684.992646490198,8029.729666361184,27.00291410428243,26.67854410428243,8,2,6.06911431035573,4.740475711255573,18,9.42,9.06
Panitumumab,44,10,10,0,50,0,3,120,9,0,8587,1,19,34,53,8494,54,48,0,1,4.306084779317573,187,640,23,-84.4234390258789,19,261,8030,99.282318115234375,135,328,229,12.41,0.53,1.19,10318.353911277907,7899.449255469632,27.478039051082103,27.381054051082103,4,2,5.541313569582164,5.347042714226348,20,7.64,7.31
Panobacumab,56,6,8,2,33,2,8,115,6,0,8432,3,18,31,18,8368,44,51,0,3,4.306049573055028,200,498,41,-79.58992004394531,6,272,7897,104.05744934082033,122,346,221,10.7,5.32,6.02,11044.99358751203,8462.781636266516,28.66871579650808,28.17808579650808,4,2,5.474898253064958,4.031966207962987,14,9.6,9.48
Avelumab,54,12,9,5,45,3,7,109,9,0,8613,7,13,39,15,8527,60,43,0,2,4.3215673981191225,192,549,20,-83.78515625,5,269,8118,92.38694763183594,111,296,214,15.65,4.16,4.12,10344.408578007951,7734.916589292756,28.640644018715875,28.304864018715875,4,2,4.3066437487793605,3.916806885813372,21,9.43,9.34
Patritumab,47,14,11,0,45,0,6,120,9,0,9024,0,18,35,60,8931,51,47,0,1,4.303656914893617,192,598,33,-81.1043701171875,17,263,8402,90.96070098876952,129,399,224,7.95,4.07,4.62,10609.165180006965,8376.114473026943,28.794237674247466,28.417707674247467,4,2,5.797611015544976,5.88009463573655,25,9.34,9.13
Avizakimab,49,5,4,2,47,0,6,113,9,0,8188,8,18,32,32,8108,61,36,0,2,4.297222765021984,177,529,7,-80.44305419921875,10,241,7599,100.66096496582033,130,377,230,16.96,5.55,5.66,10914.235198285263,8416.326056285123,27.498020931211965,27.036730931211963,4,2,5.878853229533916,4.659460866188097,9,9.61,9.3
Pepinemab,58,14,7,1,43,1,4,112,15,0,8786,7,12,30,48,8697,54,53,0,2,4.300874117914865,193,585,15,-79.76930236816406,14,273,8157,99.3157958984375,151,387,256,10.99,-0.69,-0.79,10786.153582787216,8225.733590028727,26.67620667354796,26.74059167354796,4,2,5.92082226590346,4.258442601076476,21,6.28,6.53
Pertuzumab,53,9,8,1,44,2,7,112,6,0,8405,4,15,38,46,8319,55,32,0,2,4.315158834027364,196,586,29,-83.1906967163086,14,263,7880,94.770233154296875,123,314,212,17.85,2.82,4.22,10540.314798852844,8135.239590442077,27.55401346914723,27.21008346914723,4,2,4.849485589463954,5.4677646734171095,17,9.45,8.83
Pidilizumab,51,5,6,3,60,8,10,113,15,0,8754,8,20,21,63,8649,80,45,0,2,4.287017363490976,163,680,14,-84.2121353149414,14,245,8065,96.7896499633789,150,432,226,10.59,5.06,5.33,10155.88727216186,7659.098934374044,26.90267463455521,26.468279634555213,8,2,5.795311094703997,3.773077487520513,11,9.41,9.27
Pimivalimab,48,7,7,0,47,2,8,117,12,0,8441,7,15,32,47,8352,62,40,0,2,4.298205188958654,166,551,11,-80.73616790771484,13,232,7845,100.79600524902344,145,360,230,13.11,4.07,4.54,10205.013718498025,7800.857924746313,26.261165555666683,25.89115555566668,4,2,5.72107823698171,4.605806636755792,14,9.5,9.1
Plozalizumab,52,9,16,2,40,2,10,112,12,0,8902,4,20,31,54,8803,54,52,0,1,4.305395416760279,187,609,21,-83.52008056640625,20,258,8261,96.35802459716795,144,397,237,22.21,6.06,6.37,10808.332731243125,8377.068328148143,27.32276314500031,26.803608145000307,0,0,5.420696631175701,3.7605742148109145,25,9.67,9.42
Pogalizumab,58,6,4,0,60,0,6,110,12,0,8819,0,14,30,50,8731,66,56,0,2,4.293853044562876,181,657,15,-83.03479766845703,12,248,8186,100.53617095947266,139,404,250,9.11,4.07,4.71,10567.699382236118,8351.255987391341,26.035310853780494,25.651445853780498,4,2,4.858861493825355,3.84188055461808,10,9.36,9.14
Ponezumab,54,11,11,3,39,1,8,110,12,0,8018,5,19,29,8,7939,52,43,0,2,4.318845098528311,180,516,26,-82.68636322021484,5,235,7524,98.80834197998048,112,301,182,12.34,6.4,6,11098.255200591577,8792.932661454948,29.96731924641145,29.47831924641145,4,2,5.714515131822459,3.9696277393589137,22,9.73,9.54
Porgaviximab,51,11,13,0,49,2,14,116,9,0,8683,9,20,32,19,8580,72,43,0,2,4.301485661637683,185,536,25,-82.4026107788086,7,257,8030,92.8183822631836,115,433,215,7.87,4.32,4.7,10877.106989817104,8435.451747445368,25.77447907460359,25.39142907460359,4,2,4.554871129121474,4.751743503617966,24,9.45,9.14
Plonmarlimab,53,3,12,0,48,5,12,112,12,0,8910,7,17,32,88,8800,69,57,0,2,4.30660381593715,178,587,23,-81.71680450439453,26,259,8249,103.276123046875,167,382,271,7.62,6.55,5.87,10544.299394989486,8163.705542443822,26.48597520087763,26.00757020087763,4,2,5.751014603502348,4.291872106894056,15,9.81,9.43
Prasinezumab,52,16,7,0,45,4,9,112,12,0,8638,3,24,28,25,8546,58,44,0,2,4.311183144246354,192,589,24,-83.7469482421875,11,258,8060,95.2517547607422,128,356,204,8.19,6.82,6.7,10468.288517830171,7832.408809484889,27.776301660482083,27.23025166048208,4,2,4.803377820144667,4.639948861044999,23,9.71,9.55
Pritoxaximab,53,6,11,1,43,4,16,112,12,0,8808,5,18,33,38,8707,65,52,0,2,4.3003916893732965,179,544,18,-83.27073669433594,19,253,8175,95.92926788330078,141,389,250,14.8,0.79,1.35,10606.33715598352,8023.069401074274,26.26228539302896,26.15226039302896,4,2,5.893239854782839,4.898164449216547,17,7.66,7.41
Prolgolimab,48,17,10,5,42,2,7,116,12,0,8798,6,20,31,18,8707,56,48,0,3,4.305649011138895,185,537,24,-83.99568939208984,8,260,8211,97.00431060791016,116,377,212,12.45,4.16,5.42,11067.335829484538,8232.199224783757,29.496078901254307,29.054348901254308,4,2,5.151594731748418,4.649403409684877,27,9.85,9.42
Quavonlimab,53,14,10,2,43,3,7,106,18,0,8591,4,19,24,37,8502,55,46,0,2,4.306107554417413,188,577,31,-79.74952697753906,10,273,7992,96.3630599975586,139,369,219,2.84,5.83,5.93,10513.166796197742,8048.578738863889,26.98675488147192,26.50345988147192,4,2,5.003641543371959,4.103029977353724,24,9.72,9.47
Quetmolimab,49,3,9,0,43,0,8,117,12,0,8624,3,18,30,78,8533,54,56,0,2,4.31066094619666,177,610,20,-84.5539779663086,25,253,8032,104.436279296875,145,354,230,9.11,4.31,3.61,10776.39289318073,8321.579678400438,26.604610823831543,26.31039582383154,4,2,5.50178051205276,4.37210409142121,12,9.2,9.13
Racotumomab,50,10,15,0,47,1,15,115,6,0,9320,3,18,39,59,9210,65,46,0,1,4.292846566523606,193,639,22,-81.478485107421875,20,274,8628,96.717559814453125,166,415,249,19.18,0.08,2.71,10489.172647979436,8146.736002143872,23.881317517117743,23.660452517117744,4,2,5.228263149645428,4.709638344739019,25,8.3,7.08
Balstilimab,48,7,11,0,43,2,5,110,15,0,8404,4,19,28,19,8325,53,41,0,1,4.320589005235602,187,561,17,-84.816802978515625,8,260,7916,96.84680938720705,115,293,197,3.41,7.31,6.94,10339.515018073038,7966.692724623807,26.065203554220037,25.49959355422003,4,2,5.951423269460014,5.392803142405803,18,10.09,9.71
Ragifilimab,53,9,9,0,46,1,7,114,15,0,8909,7,20,28,46,8815,60,49,0,2,4.310813783814122,193,588,19,-83.8404541015625,16,264,8313,100.1082534790039,120,380,221,16.56,6.07,5.76,10646.365072036984,8298.314732802417,27.256568389183577,26.78712838918358,4,2,5.4683073737881305,4.423314147545773,18,9.5,9.4
Ralpancizumab,53,4,12,0,33,3,9,114,12,0,8658,8,15,31,35,8578,51,51,0,2,4.29977823977824,180,565,29,-81.10887145996094,13,248,8028,97.45465850830078,142,406,224,23.48,9.79,10.17,10793.857992645177,8520.174329165555,27.17586541366894,26.34701041366894,4,2,5.401003933811753,5.1849137822811375,16,10,10
Recaticimab,57,8,7,1,46,5,10,115,12,0,9533,8,14,34,168,9417,65,45,0,2,4.287914612399035,188,712,26,-83.08367156982422,36,277,8751,94.25664520263672,163,501,251,22.12,6.31,6.3,11029.964053852502,8676.337424928655,26.619827723410207,26.10637772341021,4,2,5.909447082697332,4.325005183132359,15,9.74,9.43
Regdanvimab,61,8,8,3,31,1,7,105,9,0,8776,4,14,44,29,8708,42,48,0,1,4.2975524156791245,184,575,11,-84.73606872558594,10,270,8161,102.13983154296876,131,415,223,12.65,4.13,3.94,11014.786151816064,8413.724055243736,30.552877151705648,30.231767151705647,4,2,4.391063662849426,4.343072924519468,16,9.34,9.12
