subset_threshold, dominating_set, doublets, isolated_nodes
AbChain_fv_IgE_human_0.6,"'AbChain_acidic_content', 'AbChain_1_charge', 'AbChain_small_content', 'AbChain_14_charge', 'AbChain_num_strong_binders'","{'AbChain_length', 'AbChain_mw'}, {'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_aliphindex', 'AbChain_aliphatic_content'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}","'AbChain_aromatic_content', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgE_human_0.7,"'AbChain_14_charge', 'AbChain_4_charge', 'AbChain_num_weak_binders'","{'AbChain_length', 'AbChain_mw'}, {'AbChain_av_resdiue_weight', 'AbChain_tiny_content'}, {'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_aliphindex', 'AbChain_aliphatic_content'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}","'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_small_content', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgE_human_0.8,"'AbChain_13_charge', 'AbChain_4_charge'","{'AbChain_length', 'AbChain_mw'}, {'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_num_weak_binders', 'AbChain_full_average_rank'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}","'AbChain_av_resdiue_weight', 'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_aliphindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_tiny_content', 'AbChain_small_content', 'AbChain_aliphatic_content', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgE_human_0.9,"'AbChain_14_charge', 'AbChain_10_charge', 'AbChain_basic_content', 'AbChain_5_charge'","{'AbChain_length', 'AbChain_mw'}, {'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}","'AbChain_av_resdiue_weight', 'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_aliphindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_num_weak_binders', 'AbChain_full_average_rank', 'AbChain_tiny_content', 'AbChain_small_content', 'AbChain_aliphatic_content', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgG_human_0.1,"'AbChain_immunopeptide_regions_span', 'AbChain_cysbridges_molextcoef', 'AbChain_nonpolar_content', 'AbChain_hmom'","",""
AbChain_fv_IgG_human_0.2,"'AbChain_instaindex', 'AbChain_nonpolar_content', 'AbChain_cysbridges_percenextcoef', 'AbChain_solubility', 'AbChain_mw'","","'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgG_human_0.3,"'AbChain_aliphatic_content', 'AbChain_1_charge', 'AbChain_cysbridges_molextcoef', 'AbChain_instaindex', 'AbChain_hmom', 'AbChain_length', 'AbChain_solubility'","","'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgG_human_0.4,"'AbChain_aliphindex', 'AbChain_hydrophobicity', 'AbChain_length', 'AbChain_acidic_content', 'AbChain_min_rank', 'AbChain_aromatic_content'","{'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}","'AbChain_solubility', 'AbChain_instaindex', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgG_human_0.5,"'AbChain_molextcoef', 'AbChain_hydrophobicity', 'AbChain_tiny_content', 'AbChain_11_charge', 'AbChain_num_strong_binders'","{'AbChain_length', 'AbChain_mw'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_aliphindex', 'AbChain_aliphatic_content'}","'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgG_human_0.6,"'AbChain_acidic_content', 'AbChain_10_charge', 'AbChain_num_strong_binders', 'AbChain_small_content', 'AbChain_hydrophobicity'","{'AbChain_length', 'AbChain_mw'}, {'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_aliphindex', 'AbChain_aliphatic_content'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}","'AbChain_aromatic_content', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgG_human_0.7,"'AbChain_14_charge', 'AbChain_4_charge', 'AbChain_num_weak_binders', 'AbChain_av_resdiue_weight'","{'AbChain_length', 'AbChain_mw'}, {'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_aliphindex', 'AbChain_aliphatic_content'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}","'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgG_human_0.8,"'AbChain_pI', 'AbChain_14_charge', 'AbChain_basic_content'","{'AbChain_length', 'AbChain_mw'}, {'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_num_weak_binders', 'AbChain_full_average_rank'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}","'AbChain_av_resdiue_weight', 'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_aliphindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_tiny_content', 'AbChain_small_content', 'AbChain_aliphatic_content', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgG_human_0.9,"'AbChain_3_charge', 'AbChain_4_charge', 'AbChain_12_charge', 'AbChain_9_charge'","{'AbChain_length', 'AbChain_mw'}, {'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}","'AbChain_av_resdiue_weight', 'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_aliphindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_num_weak_binders', 'AbChain_full_average_rank', 'AbChain_tiny_content', 'AbChain_small_content', 'AbChain_aliphatic_content', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgG_mouse_0.1,"'AbChain_min_rank', 'AbChain_cysbridges_molextcoef', 'AbChain_small_content'","",""
AbChain_fv_IgG_mouse_0.2,"'AbChain_aliphindex', 'AbChain_immunopeptide_regions_span', 'AbChain_cysbridges_percenextcoef', 'AbChain_small_content'","",""
AbChain_fv_IgG_mouse_0.3,"'AbChain_av_resdiue_weight', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_cysbridges_percenextcoef', 'AbChain_solubility'","","'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgG_mouse_0.4,"'AbChain_aliphindex', 'AbChain_12_charge', 'AbChain_length', 'AbChain_num_strong_binders', 'AbChain_small_content'","{'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}","'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgG_mouse_0.5,"'AbChain_hydrophobicity', 'AbChain_av_resdiue_weight', 'AbChain_12_charge', 'AbChain_hmom', 'AbChain_mw', 'AbChain_num_strong_binders'","{'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}","'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgG_mouse_0.6,"'AbChain_hydrophobicity', 'AbChain_2_charge', 'AbChain_length', 'AbChain_11_charge', 'AbChain_num_strong_binders', 'AbChain_av_resdiue_weight', 'AbChain_percentextcoef'","{'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}","'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgG_mouse_0.7,"'AbChain_basic_content', 'AbChain_acidic_content', 'AbChain_num_weak_binders', 'AbChain_hydrophobicity', 'AbChain_14_charge'","{'AbChain_length', 'AbChain_mw'}, {'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}","'AbChain_av_resdiue_weight', 'AbChain_aromatic_content', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_tiny_content', 'AbChain_small_content', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgG_mouse_0.8,"'AbChain_basic_content', 'AbChain_pI', 'AbChain_14_charge'","{'AbChain_length', 'AbChain_mw'}, {'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_aliphindex', 'AbChain_aliphatic_content'}, {'AbChain_num_weak_binders', 'AbChain_full_average_rank'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}","'AbChain_av_resdiue_weight', 'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_tiny_content', 'AbChain_small_content', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgG_mouse_0.9,"'AbChain_10_charge', 'AbChain_14_charge', 'AbChain_3_charge'","{'AbChain_length', 'AbChain_mw'}, {'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_aliphindex', 'AbChain_aliphatic_content'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}","'AbChain_av_resdiue_weight', 'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_num_weak_binders', 'AbChain_full_average_rank', 'AbChain_tiny_content', 'AbChain_small_content', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgK_human_0.1,"'AbChain_small_content', 'AbChain_instaindex', 'AbChain_cysbridges_percenextcoef'","",""
AbChain_fv_IgK_human_0.2,"'AbChain_immunopeptide_regions_span', 'AbChain_instaindex', 'AbChain_solubility', 'AbChain_length', 'AbChain_small_content', 'AbChain_cysbridges_percenextcoef'","",""
AbChain_fv_IgK_human_0.3,"'AbChain_num_strong_binders', 'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_min_rank', 'AbChain_12_charge'","{'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}","'AbChain_solubility', 'AbChain_instaindex', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgK_human_0.4,"'AbChain_8_charge', 'AbChain_aliphatic_content', 'AbChain_length', 'AbChain_num_strong_binders', 'AbChain_small_content', 'AbChain_aromatic_content'","{'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}","'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgK_human_0.5,"'AbChain_aromatic_content', 'AbChain_length', 'AbChain_small_content', 'AbChain_nonpolar_content', 'AbChain_12_charge', 'AbChain_hydrophobicity'","{'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_num_weak_binders', 'AbChain_full_average_rank'}","'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgK_human_0.6,"'AbChain_3_charge', 'AbChain_hydrophobicity', 'AbChain_small_content', 'AbChain_aliphatic_content', 'AbChain_14_charge', 'AbChain_length'","{'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}","'AbChain_aromatic_content', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_num_weak_binders', 'AbChain_full_average_rank', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgK_human_0.7,"'AbChain_mw', 'AbChain_4_charge', 'AbChain_14_charge'","{'AbChain_small_content', 'AbChain_av_resdiue_weight'}, {'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_aliphindex', 'AbChain_aliphatic_content'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}","'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_num_weak_binders', 'AbChain_full_average_rank', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgK_human_0.8,"'AbChain_1_charge', 'AbChain_mw', 'AbChain_pI', 'AbChain_13_charge'","{'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}","'AbChain_av_resdiue_weight', 'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_aliphindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_num_weak_binders', 'AbChain_full_average_rank', 'AbChain_small_content', 'AbChain_aliphatic_content', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgK_human_0.9,"'AbChain_3_charge', 'AbChain_10_charge', 'AbChain_13_charge', 'AbChain_4_charge'","{'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}","'AbChain_mw', 'AbChain_length', 'AbChain_av_resdiue_weight', 'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_aliphindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_num_weak_binders', 'AbChain_full_average_rank', 'AbChain_tiny_content', 'AbChain_small_content', 'AbChain_aliphatic_content', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgK_mouse_0.1,"'AbChain_molextcoef', 'AbChain_cysbridges_molextcoef'","",""
AbChain_fv_IgK_mouse_0.2,"'AbChain_length', 'AbChain_cysbridges_molextcoef', 'AbChain_aliphatic_content', 'AbChain_aromatic_content'","",""
AbChain_fv_IgK_mouse_0.3,"'AbChain_num_weak_binders', 'AbChain_aliphindex', 'AbChain_length', 'AbChain_instaindex', 'AbChain_acidic_content'","{'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}",""
AbChain_fv_IgK_mouse_0.4,"'AbChain_4_charge', 'AbChain_hmom', 'AbChain_aliphindex', 'AbChain_full_average_rank', 'AbChain_num_weak_binders', 'AbChain_aliphatic_content'","{'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}","'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgK_mouse_0.5,"'AbChain_aliphatic_content', 'AbChain_acidic_content', 'AbChain_length', 'AbChain_nonpolar_content', 'AbChain_small_content'","{'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_num_weak_binders', 'AbChain_full_average_rank'}","'AbChain_aromatic_content', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgK_mouse_0.6,"'AbChain_small_content', 'AbChain_basic_content', 'AbChain_length', 'AbChain_12_charge', 'AbChain_nonpolar_content'","{'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_aliphindex', 'AbChain_aliphatic_content'}, {'AbChain_num_weak_binders', 'AbChain_full_average_rank'}","'AbChain_aromatic_content', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgK_mouse_0.7,"'AbChain_small_content', 'AbChain_14_charge', 'AbChain_4_charge', 'AbChain_mw'","{'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}","'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_aliphindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_num_weak_binders', 'AbChain_full_average_rank', 'AbChain_aliphatic_content', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgK_mouse_0.8,"'AbChain_pI', 'AbChain_14_charge', 'AbChain_basic_content'","{'AbChain_length', 'AbChain_mw'}, {'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}","'AbChain_av_resdiue_weight', 'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_aliphindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_num_weak_binders', 'AbChain_full_average_rank', 'AbChain_tiny_content', 'AbChain_small_content', 'AbChain_aliphatic_content', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgK_mouse_0.9,"'AbChain_3_charge', 'AbChain_13_charge', 'AbChain_4_charge', 'AbChain_pI'","{'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}","'AbChain_mw', 'AbChain_length', 'AbChain_av_resdiue_weight', 'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_aliphindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_num_weak_binders', 'AbChain_full_average_rank', 'AbChain_tiny_content', 'AbChain_small_content', 'AbChain_aliphatic_content', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgL_human_0.1,"'AbChain_num_strong_binders', 'AbChain_instaindex', 'AbChain_immunopeptide_regions_span', 'AbChain_solubility'","",""
AbChain_fv_IgL_human_0.2,"'AbChain_cysbridges_molextcoef', 'AbChain_solubility', 'AbChain_immunopeptide_regions_span', 'AbChain_aliphindex', 'AbChain_molextcoef', 'AbChain_tiny_content'","","'AbChain_instaindex'"
AbChain_fv_IgL_human_0.3,"'AbChain_cysbridges_molextcoef', 'AbChain_aliphindex', 'AbChain_mw', 'AbChain_num_strong_binders', 'AbChain_molextcoef', 'AbChain_acidic_content'","","'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgL_human_0.4,"'AbChain_mw', 'AbChain_acidic_content', 'AbChain_aliphindex', 'AbChain_num_strong_binders', 'AbChain_av_resdiue_weight', 'AbChain_molextcoef'","{'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}","'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgL_human_0.5,"'AbChain_14_charge', 'AbChain_small_content', 'AbChain_num_strong_binders', 'AbChain_aliphatic_content', 'AbChain_nonpolar_content'","{'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}","'AbChain_mw', 'AbChain_aromatic_content', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgL_human_0.6,"'AbChain_hydrophobicity', 'AbChain_small_content', 'AbChain_7_charge'","{'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_aliphindex', 'AbChain_aliphatic_content'}, {'AbChain_num_weak_binders', 'AbChain_full_average_rank'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}","'AbChain_mw', 'AbChain_aromatic_content', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgL_human_0.7,"'AbChain_basic_content', 'AbChain_11_charge', 'AbChain_av_resdiue_weight'","{'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_aliphindex', 'AbChain_aliphatic_content'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}","'AbChain_mw', 'AbChain_length', 'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_num_weak_binders', 'AbChain_full_average_rank', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgL_human_0.8,"'AbChain_4_charge', 'AbChain_14_charge'","{'AbChain_small_content', 'AbChain_av_resdiue_weight'}, {'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_aliphindex', 'AbChain_aliphatic_content'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}","'AbChain_mw', 'AbChain_length', 'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_num_weak_binders', 'AbChain_full_average_rank', 'AbChain_tiny_content', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span'"
AbChain_fv_IgL_human_0.9,"'AbChain_5_charge', 'AbChain_11_charge', 'AbChain_basic_content', 'AbChain_14_charge'","{'AbChain_molextcoef', 'AbChain_percentextcoef'}, {'AbChain_cysbridges_molextcoef', 'AbChain_cysbridges_percenextcoef'}, {'AbChain_polar_content', 'AbChain_nonpolar_content'}","'AbChain_mw', 'AbChain_length', 'AbChain_av_resdiue_weight', 'AbChain_aromatic_content', 'AbChain_hydrophobicity', 'AbChain_hmom', 'AbChain_solubility', 'AbChain_instaindex', 'AbChain_aliphindex', 'AbChain_min_rank', 'AbChain_num_strong_binders', 'AbChain_num_weak_binders', 'AbChain_full_average_rank', 'AbChain_tiny_content', 'AbChain_small_content', 'AbChain_aliphatic_content', 'AbChain_acidic_content', 'AbChain_immunopeptide_regions_span'"
